time,ghi,zen,ghi_nsrdb,ghics_nsrdb,ghics_mc
2020/4/1 21:20,604.5,57.39,338,535,543.0444
2020/4/1 21:25,598.46,58.27,520,520,527.3556
2020/4/1 21:30,607.34,59.15,345,504,511.4376
2020/4/1 21:35,615.14,60.04,488,488,495.2964
2020/4/1 21:40,608.44,60.94,472,472,478.944
2020/4/1 21:45,591.44,61.84,456,456,462.396
2020/4/1 21:50,564.24,62.75,439,439,445.6656
2020/4/1 21:55,519,63.66,423,423,428.76
2020/4/1 22:00,480.62,64.57,406,406,411.6984
2020/4/1 22:05,457.24,65.49,389,389,394.4904
2020/4/1 22:10,419.56,66.42,372,372,377.1552
2020/4/1 22:15,387.26,67.35,355,355,359.7072
2020/4/1 22:20,351.52,68.28,338,338,342.1632
2020/4/1 22:25,318.04,69.21,320,320,324.5376
2020/4/1 22:30,278.82,70.15,303,303,306.8568
2020/4/1 22:35,212.72,71.09,285,285,289.134
2020/4/1 22:40,188.32,72.03,268,268,271.3956
2020/4/1 23:00,152.92,75.81,200,200,200.784
2020/4/1 23:05,181.02,76.76,184,184,183.3708
2020/4/1 23:10,160.28,77.7,167,167,166.1292
2020/4/1 23:15,144.64,78.65,151,151,149.1048
2020/4/1 23:20,108.12,79.6,135,135,132.3576
2020/4/1 23:25,74.2,80.55,120,120,115.95
2020/4/1 23:30,100.06,81.5,104,104,99.9576
2020/4/1 23:35,86.4,82.44,90,90,84.4752
2020/4/1 23:40,72.82,83.38,76,76,69.6144
2020/4/1 23:45,59.76,84.32,62,62,55.512
2020/4/2 12:10,59.96,84.01,56,56,57.5616
2020/4/2 12:15,68.58,83.07,55,68,71.0784
2020/4/2 12:20,82.86,82.12,82,82,85.3488
2020/4/2 12:25,87.04,81.17,75,96,100.2564
2020/4/2 12:30,88.98,80.23,110,110,115.7004
2020/4/2 12:35,115.02,79.28,124,124,131.5908
2020/4/2 12:40,150.22,78.33,125,139,147.8508
2020/4/2 12:45,168.82,77.38,154,154,164.4144
2020/4/2 12:50,188.66,76.43,170,170,181.2204
2020/4/2 12:55,200.6,75.48,187,187,198.2196
2020/4/2 13:00,216.1,74.53,203,203,215.3664
2020/4/2 13:05,235.78,73.58,218,218,232.62
2020/4/2 13:10,252.96,72.63,235,235,249.9468
2020/4/2 13:15,270.88,71.69,251,251,267.3168
2020/4/2 13:20,261.9,70.75,230,267,284.6976
2020/4/2 13:25,260.58,69.8,245,283,302.07
2020/4/2 13:30,263.44,68.87,252,299,319.4052
2020/4/2 13:35,265.14,67.93,245,316,336.684
2020/4/2 13:40,233.72,67,287,332,353.8872
2020/4/2 13:45,279.46,66.07,304,348,370.9956
2020/4/2 13:50,296.82,65.14,322,365,387.9912
2020/4/2 13:55,318.56,64.22,348,381,404.8608
2020/4/2 14:00,383.5,63.3,366,397,421.5852
2020/4/2 14:05,403.64,62.39,374,412,438.1548
2020/4/2 14:10,401.26,61.48,381,428,454.548
2020/4/2 14:15,389.5,60.58,387,444,470.7564
2020/4/2 14:20,376.56,59.68,395,459,486.7692
2020/4/2 14:25,341.62,58.79,415,474,502.5684
2020/4/2 14:30,395.46,57.9,427,489,518.1456
2020/4/2 14:35,435.98,57.02,438,505,533.4888
2020/4/2 14:40,445.6,56.15,450,520,548.5872
2020/4/2 14:45,440.34,55.28,451,534,563.4312
2020/4/2 14:50,426.08,54.43,465,548,578.0088
2020/4/2 14:55,416.64,53.58,494,562,592.3092
2020/4/2 15:00,435.4,52.74,509,576,606.3264
2020/4/2 15:05,527,51.91,589,589,620.0412
2020/4/2 15:10,547.12,51.09,540,602,633.4536
2020/4/2 15:15,606.2,50.28,613,613,646.5516
2020/4/2 15:20,633.98,49.48,626,626,659.3316
2020/4/2 15:25,637.62,48.69,638,638,671.7852
2020/4/2 15:30,661.94,47.92,650,650,683.9016
2020/4/2 15:35,684.78,47.15,662,662,695.6748
2020/4/2 15:40,676.26,46.41,674,674,707.0988
2020/4/2 15:45,634.82,45.67,685,685,718.1676
2020/4/2 15:50,686.48,44.96,695,695,728.8752
2020/4/2 15:55,700,44.26,622,705,739.2144
2020/4/2 16:00,671.8,43.57,626,715,749.178
2020/4/2 16:05,659.06,42.9,635,725,758.7636
2020/4/2 16:10,641.72,42.26,646,734,767.9628
2020/4/2 16:15,638.02,41.63,743,743,776.772
2020/4/2 16:20,687.84,41.02,660,751,785.1864
2020/4/2 16:25,705.52,40.44,759,759,793.2012
2020/4/2 16:30,745.2,39.88,670,767,800.8116
2020/4/2 16:35,731.74,39.34,675,774,808.0152
2020/4/2 16:40,729.88,38.82,779,779,814.8036
2020/4/2 16:45,708.96,38.33,785,785,821.178
2020/4/2 16:50,777.84,37.87,791,791,827.1312
2020/4/2 16:55,800.96,37.44,696,797,832.6632
2020/4/2 17:00,562.94,37.04,677,802,837.7704
2020/4/2 17:05,741.02,36.66,703,807,842.4456
2020/4/2 17:10,803.38,36.32,706,811,846.6924
2020/4/2 17:15,744.2,36.01,705,815,850.5048
2020/4/2 17:20,778.32,35.73,707,818,853.884
2020/4/2 17:25,746.32,35.48,732,822,856.824
2020/4/2 17:30,774.36,35.27,824,824,859.326
2020/4/2 17:35,823.1,35.09,823,823,861.3852
2020/4/2 17:40,820.52,34.95,825,825,863.0064
2020/4/2 17:45,819.76,34.85,826,826,864.1848
2020/4/2 17:50,782.88,34.78,827,827,864.9204
2020/4/2 17:55,779.1,34.74,827,827,865.212
2020/4/2 18:00,785.5,34.75,753,827,865.0752
2020/4/2 18:05,774.04,34.79,745,827,864.5472
2020/4/2 18:10,799.1,34.86,826,826,863.58
2020/4/2 18:15,785.34,34.98,824,824,862.1736
2020/4/2 18:20,780.92,35.12,823,823,860.3268
2020/4/2 18:25,791.8,35.31,820,820,858.0372
2020/4/2 18:30,722.42,35.52,724,818,855.312
2020/4/2 18:35,747.92,35.78,814,814,852.1476
2020/4/2 18:40,795.92,36.06,811,811,848.55
2020/4/2 18:45,737.14,36.38,807,807,844.518
2020/4/2 18:50,763.6,36.73,802,802,840.0576
2020/4/2 18:55,850.24,37.11,797,797,835.1676
2020/4/2 19:00,844.88,37.52,792,792,829.854
2020/4/2 19:05,839.7,37.96,787,787,824.1168
2020/4/2 19:10,838.68,38.42,781,781,817.9608
2020/4/2 19:15,828.26,38.91,774,774,811.3908
2020/4/2 19:20,815.42,39.43,767,767,804.4104
2020/4/2 19:25,810.86,39.98,760,760,797.0208
2020/4/2 19:30,797.38,40.54,753,753,789.2292
2020/4/2 19:35,781.72,41.13,743,743,781.0392
2020/4/2 19:40,766.12,41.74,735,735,772.4532
2020/4/2 19:45,752.44,42.37,726,726,763.4808
2020/4/2 19:50,740.04,43.02,717,717,754.1232
2020/4/2 19:55,724.1,43.69,708,708,744.3888
2020/4/2 20:00,708.34,44.38,698,698,734.2788
2020/4/2 20:05,703.86,45.08,687,687,723.8028
2020/4/2 20:10,676.34,45.8,677,677,712.9668
2020/4/2 20:15,643.78,46.54,666,666,701.7768
2020/4/2 20:20,647.44,47.29,655,655,690.2388
2020/4/2 20:25,661.44,48.05,645,645,678.3612
2020/4/2 20:30,645.62,48.83,633,633,666.1476
2020/4/2 20:35,578.2,49.62,622,622,653.6088
2020/4/2 20:40,571.26,50.42,609,609,640.752
2020/4/2 20:45,574.38,51.23,597,597,627.5868
2020/4/2 20:50,589.64,52.05,583,583,614.1156
2020/4/2 20:55,577.42,52.88,570,570,600.3528
2020/4/2 21:00,543.24,53.72,557,557,586.2372
2020/4/2 21:05,454.2,54.57,543,543,571.5708
2020/4/2 21:10,385.1,55.43,528,528,556.6092
2020/4/2 21:15,440.78,56.3,514,514,541.3896
2020/4/2 21:20,403.92,57.17,500,500,525.9216
2020/4/2 21:25,412.1,58.05,426,485,510.2172
2020/4/2 21:30,310.1,58.94,412,470,494.2908
2020/4/2 21:35,196.58,59.83,396,457,478.1508
2020/4/2 21:40,243.48,60.73,362,442,461.8104
2020/4/2 21:45,260.24,61.63,279,426,445.2828
2020/4/2 21:50,214.66,62.54,265,409,428.5812
2020/4/2 21:55,185.2,63.45,240,393,411.72
2020/4/2 22:35,130.3,70.89,144,266,273.1248
2020/4/2 22:55,146.62,74.67,123,201,203.5752
2020/4/2 23:00,133.56,75.62,116,185,186.4776
2020/4/3 13:55,219.66,63.91,271,396,411.348
2020/4/3 14:10,244.08,61.17,443,443,461.4996
2020/4/3 14:15,403.16,60.26,458,458,477.8628
2020/4/3 14:20,209.3,59.36,473,473,494.0268
2020/4/3 14:30,275.3,57.58,504,504,525.7152
2020/4/3 14:35,395.02,56.7,517,517,541.2132
2020/4/3 14:40,621.88,55.82,532,532,556.4652
2020/4/3 14:45,419.02,54.96,546,546,571.4652
2020/4/3 14:50,484.92,54.1,562,562,586.1988
2020/4/3 15:00,618.64,52.41,589,589,614.7888
2020/4/3 15:05,664.6,51.57,603,603,628.4376
2020/4/3 15:10,528.34,50.75,616,616,641.766
2020/4/3 15:15,688.72,49.94,629,629,654.7812
2020/4/3 15:20,700.92,49.14,641,641,667.4808
2020/4/3 15:25,772.18,48.35,518,653,679.854
2020/4/3 15:30,798.58,47.57,490,665,691.8948
2020/4/3 15:35,532.26,46.81,476,675,703.596
2020/4/3 15:40,477.34,46.06,470,685,714.9504
2020/4/3 15:45,465.58,45.32,311,695,725.9532
2020/4/3 17:40,508,34.56,513,838,870.012
2020/4/3 18:20,584.8,34.75,467,835,866.2656
2020/4/3 18:25,619.58,34.94,497,833,863.7456
2020/4/3 18:30,638.26,35.16,542,830,860.7924
2020/4/3 18:35,726.08,35.42,587,828,857.4024
2020/4/3 18:40,566.66,35.71,526,824,853.584
2020/4/3 18:45,708.34,36.03,449,821,849.33
2020/4/3 18:50,620.18,36.38,562,816,844.6512
2020/4/3 19:15,450.28,38.6,561,788,814.9176
2020/4/3 19:20,503.74,39.12,525,781,807.7272
2020/4/3 19:25,479.74,39.67,518,774,800.1312
2020/4/3 19:30,575.6,40.24,557,764,792.1332
2020/4/3 19:35,557.1,40.83,626,757,783.7356
2020/4/3 19:40,441.14,41.45,459,749,774.9468
2020/4/3 19:45,482.94,42.08,584,740,765.7716
2020/4/3 19:55,487.02,43.41,590,721,746.2728
2020/4/3 20:00,657.28,44.11,556,711,735.9636
2020/4/3 20:05,614.7,44.81,538,701,725.2872
2020/4/3 20:10,561.88,45.54,553,690,714.2508
2020/4/3 20:15,563.36,46.28,495,679,702.8604
2020/4/3 20:25,460.22,47.8,367,657,679.0428
2020/4/3 20:40,438.98,50.18,404,615,640.8324
2020/4/3 20:45,557.56,50.99,461,603,627.4644
2020/4/3 20:50,844.66,51.82,415,590,613.7916
2020/4/3 20:55,735.02,52.65,381,575,599.8284
2020/4/3 21:00,642.56,53.49,343,561,585.5856
2020/4/3 21:05,398.38,54.35,230,547,571.1028
2020/4/3 21:10,308.68,55.21,176,533,556.3572
2020/4/3 23:35,41.6,82.07,62,84,79.9056
2020/4/5 12:50,173.02,75.53,199,199,207.8496
2020/4/5 12:55,254.7,74.58,215,215,225.4068
2020/4/5 13:35,331.18,67.02,235,351,366.648
2020/4/5 13:50,304.78,64.22,297,402,418.5456
2020/4/5 13:55,344.52,63.29,418,418,435.5796
2020/4/5 14:00,381.38,62.37,435,435,452.4576
2020/4/5 14:05,459.08,61.46,451,451,469.1628
2020/4/5 14:10,509.16,60.54,467,467,485.6868
2020/4/5 14:15,503.82,59.63,483,483,502.0164
2020/4/5 14:20,497.74,58.73,499,499,518.1384
2020/4/5 14:25,527.9,57.84,514,514,534.0444
2020/4/5 14:30,549.46,56.94,530,530,549.72
2020/4/5 14:35,551.88,56.06,545,545,565.1556
2020/4/5 14:40,579.92,55.18,560,560,580.344
2020/4/5 14:45,597.7,54.31,574,574,595.2732
2020/4/5 14:50,574.56,53.45,589,589,609.93
2020/4/5 14:55,624.24,52.59,603,603,624.3144
2020/4/5 15:00,638.68,51.75,617,617,638.3808
2020/4/5 15:05,650.66,50.91,630,630,652.0416
2020/4/5 15:10,665.42,50.08,644,644,665.3832
2020/4/5 15:15,678.96,49.27,657,657,678.4128
2020/4/5 15:20,690.48,48.46,669,669,691.1208
2020/4/5 15:25,702.48,47.67,682,682,703.5
2020/4/5 15:30,715.38,46.89,693,693,715.5456
2020/4/5 15:35,726.56,46.12,705,705,727.2468
2020/4/5 15:40,738.08,45.36,717,717,738.5964
2020/4/5 15:45,746.86,44.62,728,728,749.5944
2020/4/5 15:50,758.44,43.9,738,738,760.2252
2020/4/5 16:05,786.68,41.82,768,768,789.8892
2020/4/5 16:10,797.34,41.17,777,777,799.014
2020/4/5 16:15,806.6,40.53,786,786,807.7464
2020/4/5 16:20,816.28,39.92,795,795,816.0852
2020/4/5 16:25,823.4,39.33,803,803,824.0256
2020/4/5 16:30,832.36,38.76,810,810,831.5592
2020/4/5 16:35,839.3,38.21,817,817,838.6872
2020/4/5 16:40,846.6,37.69,824,824,845.3988
2020/4/5 16:45,853.32,37.2,831,831,851.6964
2020/4/5 16:50,859.16,36.73,837,837,857.5728
2020/4/5 16:55,865.34,36.29,842,842,863.0292
2020/4/5 17:00,871.2,35.88,847,847,868.056
2020/4/5 17:05,876.4,35.51,852,852,872.6568
2020/4/5 17:10,882.46,35.16,856,856,876.8244
2020/4/5 17:15,886.66,34.85,860,860,880.5588
2020/4/5 17:20,889.62,34.57,864,864,883.8576
2020/4/5 17:25,892.74,34.32,867,867,886.7184
2020/4/5 17:30,896.32,34.11,869,869,889.1412
2020/4/5 17:35,900.1,33.93,873,873,891.1236
2020/4/5 17:40,904.14,33.8,875,875,892.6632
2020/4/5 17:45,904.92,33.69,876,876,893.7612
2020/4/5 17:50,904.6,33.63,877,877,894.4152
2020/4/5 17:55,905.9,33.6,877,877,894.6276
2020/4/5 18:00,907.9,33.61,877,877,894.384
2020/4/5 18:05,907.22,33.66,877,877,893.652
2020/4/5 18:10,908.52,33.74,876,876,892.4724
2020/4/5 18:15,906.42,33.86,874,874,890.85
2020/4/5 18:20,904.56,34.02,872,872,888.7884
2020/4/5 18:25,900.3,34.22,870,870,886.2852
2020/4/5 18:30,898.46,34.45,867,867,883.344
2020/4/5 18:35,895.96,34.71,864,864,879.9624
2020/4/5 18:40,890.64,35.01,860,860,876.1488
2020/4/5 18:45,887.28,35.34,856,856,871.8984
2020/4/5 18:50,880.22,35.7,852,852,867.2196
2020/4/5 18:55,873.1,36.1,847,847,862.1112
2020/4/5 19:00,867.74,36.52,841,841,856.578
2020/4/5 19:05,862.94,36.98,836,836,850.6212
2020/4/5 19:10,853.96,37.46,829,829,844.248
2020/4/5 19:15,845.58,37.97,823,823,837.4572
2020/4/5 19:20,840.06,38.5,816,816,830.2536
2020/4/5 19:25,833.6,39.06,808,808,822.642
2020/4/5 19:30,824.96,39.64,798,798,814.6272
2020/4/5 19:35,812.14,40.24,790,790,806.2128
2020/4/5 19:40,803.4,40.87,782,782,797.4048
2020/4/5 19:45,793.16,41.51,773,773,788.2056
2020/4/5 19:50,783.24,42.18,763,763,778.6248
2020/4/5 19:55,772.58,42.86,753,753,768.6624
2020/4/5 20:00,763.18,43.56,743,743,758.328
2020/4/5 20:05,751.08,44.28,733,733,747.6252
2020/4/5 20:10,737.92,45.01,722,722,736.5612
2020/4/5 20:15,726.5,45.76,711,711,725.1432
2020/4/5 20:20,712.86,46.52,699,699,713.3736
2020/4/5 20:25,702.44,47.3,687,687,701.2656
2020/4/5 20:30,689.52,48.09,675,675,688.8192
2020/4/5 20:35,676.26,48.88,662,662,676.0476
2020/4/5 20:40,659.12,49.7,649,649,662.9556
2020/4/5 20:45,645.76,50.52,636,636,649.5516
2020/4/5 20:50,637.48,51.35,622,622,635.844
2020/4/5 20:55,621.3,52.19,608,608,621.8388
2020/4/5 21:00,610.24,53.04,594,594,607.6104
2020/4/5 21:05,591.2,53.9,580,580,593.3592
2020/4/5 21:10,567.98,54.76,566,566,578.8584
2020/4/5 21:15,552.78,55.64,551,551,564.0972
2020/4/5 21:20,544.32,56.52,536,536,549.0792
2020/4/5 21:25,529.34,57.41,520,520,533.8188
2020/4/5 21:30,516.24,58.3,505,505,518.3208
2020/4/5 21:35,500.52,59.2,489,489,502.6008
2020/4/5 21:40,482.04,60.1,475,475,486.6648
2020/4/5 21:45,463.22,61.01,459,459,470.5284
2020/4/5 21:50,448.96,61.93,442,442,454.2036
2020/4/5 21:55,431.04,62.85,426,426,437.6964
2020/4/5 22:00,410.5,63.77,409,409,421.026
2020/4/5 22:05,398.26,64.7,393,393,404.2044
2020/4/5 22:10,382.48,65.63,376,376,387.2424
2020/4/5 22:15,363.38,66.56,359,359,370.1592
2020/4/5 22:20,342.9,67.49,343,343,352.9644
2020/4/5 22:25,320.96,68.43,326,326,335.6796
2020/4/5 22:30,305.9,69.37,309,309,318.3192
2020/4/5 22:35,294.1,70.32,291,291,300.9036
2020/4/5 22:40,274.92,71.26,274,274,283.4496
2020/4/5 22:45,256.12,72.21,257,257,265.9788
2020/4/5 22:50,242.1,73.16,241,241,248.5152
2020/4/5 22:55,224.36,74.1,224,224,231.0828
2020/4/5 23:00,206.96,75.05,207,207,213.7116
2020/4/5 23:05,189.2,76,191,191,196.4292
2020/4/5 23:10,172.84,76.96,174,174,179.2752
2020/4/5 23:15,157.06,77.91,158,158,162.3024
2020/4/5 23:20,140.92,78.86,142,142,145.5456
2020/4/5 23:25,124.88,79.8,127,127,129.0564
2020/4/5 23:30,109.44,80.75,112,112,112.8936
2020/4/5 23:35,94.22,81.7,97,97,97.1352
2020/4/5 23:40,79.28,82.64,83,83,81.87
2020/4/5 23:45,66.12,83.58,69,69,67.2096
2020/4/5 23:50,53.4,84.52,56,56,53.292
2020/4/6 13:40,333.28,65.78,365,365,369.3456
2020/4/6 13:45,412,64.85,382,382,386.3292
2020/4/6 13:50,324.08,63.92,304,398,403.1952
2020/4/6 13:55,442.8,62.99,272,415,419.9244
2020/4/6 15:00,445.28,51.42,417,608,619.3296
2020/4/6 15:05,554.36,50.58,460,621,632.8188
2020/4/6 15:10,846.68,49.76,479,634,645.9996
2020/4/6 15:15,839.84,48.94,454,647,658.8744
2020/4/6 15:20,746.78,48.13,450,658,671.4336
2020/4/6 15:25,492.3,47.33,507,670,683.6676
2020/4/6 15:30,761,46.55,682,682,695.5716
2020/4/6 15:35,599.3,45.78,694,694,707.1348
2020/4/6 15:40,734.1,45.02,550,705,718.3548
2020/4/6 15:45,641.14,44.28,716,716,729.2244
2020/4/6 15:50,465.72,43.55,553,724,739.7364
2020/4/6 15:55,765.84,42.84,545,734,749.8848
2020/4/6 16:00,581.9,42.14,575,744,759.6648
2020/4/6 16:05,653.86,41.47,565,753,769.068
2020/4/6 16:10,620.82,40.81,571,763,778.092
2020/4/6 16:15,614.26,40.17,583,771,786.7284
2020/4/6 16:20,554.62,39.56,595,779,794.9772
2020/4/6 16:25,569.82,38.96,520,787,802.8276
2020/4/6 16:30,580.64,38.39,528,793,810.282
2020/4/6 16:35,593.5,37.84,565,801,817.3308
2020/4/6 16:40,684,37.32,527,808,823.9716
2020/4/6 16:45,575.92,36.82,563,814,830.2032
2020/4/6 16:50,537.52,36.35,376,820,836.0184
2020/4/6 17:15,568.78,34.46,527,843,858.768
2020/4/6 20:05,672.14,44.02,557,708,733.6836
2020/4/6 20:10,528.58,44.75,520,697,723.0048
2020/4/6 20:15,464.84,45.51,523,686,711.9768
2020/4/6 20:20,560.12,46.27,477,675,700.6056
2020/4/6 20:50,470.44,51.12,453,594,625.5648
2020/4/6 21:10,330.58,54.55,540,540,568.5876
2020/4/6 21:15,591.42,55.42,526,526,553.4472
2020/4/6 21:20,588.96,56.31,511,511,538.0632
2020/4/7 13:35,194.26,66.42,241,347,357.6792
2020/4/7 13:40,296.02,65.48,276,363,374.5212
2020/4/7 13:45,334.5,64.55,291,379,391.2576
2020/4/7 13:50,307.98,63.62,335,396,407.8764
2020/4/7 13:55,326.06,62.69,342,412,424.362
2020/4/7 14:00,347.14,61.77,366,428,440.7
2020/4/7 14:05,388.22,60.85,377,443,456.876
2020/4/7 14:10,417.62,59.93,458,458,472.8828
2020/4/7 14:15,471.26,59.02,423,474,488.7012
2020/4/7 14:25,412.16,57.21,410,504,519.7284
2020/4/7 14:30,421.38,56.32,421,519,534.9168
2020/4/7 14:35,453.52,55.43,443,536,549.8736
2020/4/7 14:40,535.1,54.55,477,551,564.5892
2020/4/7 14:45,531.92,53.68,464,565,579.0492
2020/4/7 14:50,517.62,52.81,484,579,593.25
2020/4/7 14:55,498.56,51.95,488,595,607.1772
2020/4/7 15:00,561.18,51.1,517,608,620.8812
2020/4/7 15:05,586.32,50.26,539,621,634.5384
2020/4/7 15:10,613.1,49.43,539,634,647.922
2020/4/7 15:15,558.96,48.61,539,647,660.9972
2020/4/7 15:20,617.28,47.8,549,660,673.7568
2020/4/7 15:25,577.04,47,555,672,686.1912
2020/4/7 15:30,620.24,46.21,559,684,698.2968
2020/4/7 15:35,615.9,45.44,574,696,710.0652
2020/4/7 15:40,639.76,44.68,581,707,721.488
2020/4/7 15:45,633.3,43.93,596,718,732.5604
2020/4/7 15:50,669,43.2,601,728,743.2752
2020/4/7 15:55,675.48,42.49,606,738,753.6276
2020/4/7 16:00,652.4,41.79,605,748,763.6104
2020/4/7 16:05,703.64,41.11,613,757,773.2176
2020/4/7 16:10,604.6,40.45,609,766,782.4456
2020/4/7 16:15,711.64,39.81,598,775,791.2872
2020/4/7 16:20,649.54,39.19,596,783,799.7412
2020/4/7 16:25,782.8,38.6,611,791,807.8016
2020/4/7 16:30,663.26,38.02,583,799,815.4612
2020/4/7 16:35,741.98,37.47,493,807,822.7188
2020/4/7 16:40,824.16,36.95,500,813,829.5684
2020/4/7 16:45,719.78,36.45,609,820,836.0076
2020/4/7 16:50,659,35.98,621,825,842.0328
2020/4/7 17:15,693.82,34.08,591,848,865.8456
2020/4/7 17:25,740.38,33.56,577,855,872.3772
2020/4/7 17:30,732.32,33.35,591,857,874.9956
2020/4/7 17:55,787.22,32.85,510,862,881.5416
2020/4/7 18:10,787.1,33.01,696,861,880.1292
2020/4/7 18:15,496.34,33.14,656,858,878.772
2020/4/7 18:20,556.88,33.3,702,856,876.9792
2020/4/7 18:30,629.96,33.74,745,851,872.0904
2020/4/7 18:35,841.32,34.01,852,852,868.9992
2020/4/7 18:40,843.82,34.32,849,849,865.476
2020/4/7 18:45,800.7,34.66,845,845,861.5292
2020/4/7 18:50,847.76,35.03,840,840,857.1552
2020/4/7 18:55,855.52,35.44,835,835,852.3588
2020/4/7 19:00,825.22,35.87,830,830,847.1424
2020/4/7 19:05,842.82,36.34,824,824,841.5096
2020/4/7 19:10,823.28,36.83,820,820,835.464
2020/4/7 19:15,831.3,37.35,813,813,829.0068
2020/4/7 19:20,778.28,37.89,806,806,822.1464
2020/4/7 19:25,822.96,38.46,799,799,814.8816
2020/4/7 19:30,805.54,39.05,790,790,807.2196
2020/4/7 19:35,793,39.66,784,784,799.1628
2020/4/7 19:40,776.8,40.3,775,775,790.7196
2020/4/7 19:45,766,40.95,766,766,781.89
2020/4/7 19:50,757.88,41.63,757,757,772.6812
2020/4/7 19:55,750.2,42.32,747,747,763.1004
2020/4/7 20:00,742.92,43.03,737,737,753.15
2020/4/7 20:05,727.78,43.76,727,727,742.8384
2020/4/7 20:10,719.02,44.5,716,716,732.1704
2020/4/7 20:15,706.14,45.25,705,705,721.152
2020/4/7 20:20,700.02,46.02,694,694,709.7904
2020/4/7 20:25,683.88,46.81,682,682,698.0904
2020/4/7 20:30,672.28,47.6,670,670,686.0616
2020/4/7 20:35,657.88,48.41,657,657,673.71
2020/4/7 20:40,646.22,49.23,644,644,661.0428
2020/4/7 20:45,627.44,50.05,632,632,648.0684
2020/4/7 20:50,609.1,50.89,618,618,634.794
2020/4/7 20:55,594.48,51.74,605,605,621.228
2020/4/7 21:00,579.44,52.6,591,591,607.3692
2020/4/7 21:05,560.4,53.46,575,575,593.19
2020/4/7 21:10,541.14,54.33,561,561,578.742
2020/4/7 21:15,533.56,55.21,546,546,564.0372
2020/4/7 21:20,519.56,56.1,531,531,549.0912
2020/4/7 21:25,505.84,56.99,516,516,533.9112
2020/4/7 21:30,495.06,57.89,501,501,518.5044
2020/4/7 21:35,473.22,58.79,485,485,502.8864
2020/4/7 21:40,458.32,59.7,468,468,487.0632
2020/4/7 21:45,443.4,60.61,453,453,471.0492
2020/4/7 21:50,425.64,61.53,437,437,454.854
2020/4/7 21:55,409.22,62.45,421,421,438.492
2020/4/7 22:00,400.18,63.38,404,404,421.9728
2020/4/7 22:05,381.36,64.31,388,388,405.3192
2020/4/7 22:10,362.22,65.24,371,371,388.5372
2020/4/7 22:15,340.66,66.17,354,354,371.646
2020/4/7 22:20,327.28,67.11,338,338,354.654
2020/4/7 22:25,308.56,68.05,321,321,337.5792
2020/4/7 22:30,289.24,69,305,305,320.4384
2020/4/7 22:35,279.28,69.94,288,288,303.2484
2020/4/7 22:40,259.78,70.89,272,272,286.0284
2020/4/7 22:45,241.24,71.84,255,255,268.7976
2020/4/7 22:50,225.92,72.79,239,239,251.5788
2020/4/7 22:55,212.12,73.74,222,222,234.3972
2020/4/7 23:00,196.76,74.69,205,205,217.2756
2020/4/7 23:05,181.58,75.64,189,189,200.2416
2020/4/7 23:10,163.14,76.59,174,174,183.33
2020/4/7 23:15,145.96,77.54,158,158,166.572
2020/4/7 23:20,132.18,78.49,143,143,150.0096
2020/4/7 23:25,117.52,79.44,127,127,133.6896
2020/4/7 23:30,100.06,80.39,113,113,117.666
2020/4/7 23:35,87.9,81.34,98,98,102.006
2020/4/7 23:40,76.02,82.28,85,85,86.7876
2020/4/7 23:45,63.68,83.22,71,71,72.1056
2020/4/7 23:50,50.78,84.16,59,59,58.0872
2020/4/8 12:00,47.86,84.14,60,60,53.502
2020/4/8 12:05,59.76,83.21,73,73,66.5472
2020/4/8 12:10,72.2,82.26,87,87,80.4108
2020/4/8 12:15,84.54,81.32,102,102,94.9728
2020/4/8 12:20,96.82,80.37,117,117,110.1264
2020/4/8 12:25,108.92,79.42,132,132,125.7768
2020/4/8 12:30,122.84,78.47,148,148,141.8472
2020/4/8 12:35,137.88,77.52,167,167,158.2644
2020/4/8 12:40,152.26,76.56,183,183,174.9672
2020/4/8 12:45,167.6,75.61,200,200,191.9016
2020/4/8 12:50,184.04,74.66,217,217,209.0208
2020/4/8 12:55,201.46,73.71,235,235,226.2852
2020/4/8 13:00,219.4,72.75,252,252,243.6576
2020/4/8 13:05,238.18,71.8,269,269,261.1056
2020/4/8 13:10,256.96,70.85,286,286,278.5968
2020/4/8 13:15,274.86,69.9,303,303,296.1096
2020/4/8 13:20,294.14,68.96,320,320,313.6188
2020/4/8 13:25,311.22,68.01,338,338,331.1028
2020/4/8 13:30,330.46,67.07,355,355,348.5424
2020/4/8 13:35,350.78,66.13,376,376,365.916
2020/4/8 13:40,369.3,65.19,393,393,383.2068
2020/4/8 13:45,388.32,64.25,410,410,400.3992
2020/4/8 13:50,405.5,63.32,427,427,417.474
2020/4/8 13:55,421.18,62.39,443,443,434.418
2020/4/8 14:00,437.6,61.47,460,460,451.218
2020/4/8 14:05,452.4,60.55,476,476,467.8596
2020/4/8 14:10,469.04,59.63,493,493,484.3272
2020/4/8 14:15,487.4,58.72,509,509,500.6076
2020/4/8 14:20,506.06,57.81,525,525,516.6924
2020/4/8 14:25,521.92,56.91,540,540,532.5672
2020/4/8 14:30,539.46,56.01,556,556,548.2188
2020/4/8 14:35,557.7,55.12,573,573,563.64
2020/4/8 14:40,575.78,54.24,588,588,578.8164
2020/4/8 14:45,590.36,53.36,603,603,593.7432
2020/4/8 14:50,604.82,52.5,618,618,608.4024
2020/4/8 14:55,617.66,51.63,632,632,622.794
2020/4/8 15:00,631.46,50.78,646,646,636.8124
