time,ghi,zen,ghi_nsrdb,ghics_nsrdb,ghics_mc
2020/1/1 15:50,347.92,69.61,359,359,363.2448
2020/1/1 15:55,357.34,69.12,369,369,373.0872
2020/1/1 16:00,365.98,68.66,378,378,382.5876
2020/1/1 16:05,374.5,68.2,387,387,391.7388
2020/1/1 16:10,383.04,67.77,395,395,400.5348
2020/1/1 16:15,391.38,67.35,404,404,408.9672
2020/1/1 16:20,399.9,66.95,412,412,417.0324
2020/1/1 16:25,407.42,66.57,419,419,424.7196
2020/1/1 16:30,414.26,66.2,426,426,432.0312
2020/1/1 16:35,421.36,65.85,433,433,438.9576
2020/1/1 16:40,427.7,65.53,440,440,445.4952
2020/1/1 16:45,434.12,65.22,441,441,451.6368
2020/1/1 16:50,439.5,64.93,447,447,457.3824
2020/1/1 16:55,444.12,64.66,452,452,462.726
2020/1/1 17:00,449.14,64.41,457,457,467.6652
2020/1/1 17:05,453.06,64.18,462,462,472.1952
2020/1/1 17:10,456.54,63.97,466,466,476.316
2020/1/1 17:15,459.28,63.78,469,469,480.0216
2020/1/1 17:20,462.38,63.61,473,473,483.3132
2020/1/1 17:25,464.48,63.47,475,475,486.1872
2020/1/1 17:30,467.08,63.34,478,478,488.6424
2020/1/1 17:35,469.16,63.24,480,480,490.6752
2020/1/1 17:40,470.86,63.15,482,482,492.2892
2020/1/1 17:45,471.82,63.09,483,483,493.4772
2020/1/1 17:50,472.86,63.05,484,484,494.244
2020/1/1 17:55,473.46,63.03,484,484,494.5872
2020/1/1 18:00,473.54,63.03,484,484,494.4924
2020/1/1 18:05,472.54,63.06,484,484,493.9212
2020/1/1 18:10,471.54,63.1,483,483,492.924
2020/1/1 18:15,469.98,63.17,481,481,491.5104
2020/1/1 18:20,468.82,63.26,480,480,489.7032
2020/1/1 18:25,466.78,63.37,478,478,487.4772
2020/1/1 18:30,464.72,63.5,475,475,484.8312
2020/1/1 18:35,461.68,63.65,472,472,481.7688
2020/1/1 18:40,458.44,63.82,469,469,478.2972
2020/1/1 18:45,454.28,64.01,465,465,474.4092
2020/1/1 18:50,449.6,64.23,461,461,470.1108
2020/1/1 18:55,444.58,64.46,456,456,465.4104
2020/1/1 19:00,438.82,64.71,452,452,460.3044
2020/1/1 19:05,433.46,64.99,446,446,454.7976
2020/1/1 19:10,428.1,65.28,441,441,448.8972
2020/1/1 19:15,421.74,65.59,435,435,442.6032
2020/1/1 19:20,415.06,65.93,428,428,435.924
2020/1/1 19:25,408.18,66.28,421,421,428.8632
2020/1/1 19:30,400.74,66.64,414,414,421.4232
2020/1/1 19:35,392.86,67.03,406,406,413.6112
2020/1/1 19:40,384.66,67.44,398,398,405.4308
2020/1/1 19:45,375.96,67.86,390,390,396.8916
2020/1/1 19:50,366.94,68.3,381,381,388.0008
2020/1/1 19:55,357.88,68.75,373,373,378.7608
2020/1/1 20:00,348.36,69.22,363,363,369.18
2020/1/1 20:05,338.56,69.71,354,354,359.2716
2020/1/1 20:10,328.34,70.22,344,344,349.0356
2020/1/1 20:15,318.1,70.73,334,334,338.4864
2020/1/1 20:20,307.58,71.27,323,323,327.63
2020/1/1 20:25,296.78,71.82,312,312,316.4784
2020/1/1 20:30,285.36,72.38,301,301,305.0412
2020/1/1 20:35,273.68,72.96,290,290,293.3292
2020/1/1 20:40,262.08,73.55,278,278,281.352
2020/1/1 20:45,250.2,74.15,264,264,269.1252
2020/1/1 20:50,237.88,74.77,252,252,256.6596
2020/1/1 20:55,225.82,75.4,240,240,243.9684
2020/1/1 21:00,213.8,76.04,228,228,231.0552
2020/1/1 21:05,200.82,76.69,215,215,217.9128
2020/1/1 21:10,188.36,77.35,203,203,204.5916
2020/1/1 21:15,175.76,78.03,190,190,191.118
2020/1/1 21:20,162.94,78.71,177,177,177.5076
2020/1/1 21:25,149.94,79.41,164,164,163.7892
2020/1/1 21:30,137.3,80.11,151,151,149.9904
2020/1/1 21:35,124.18,80.83,138,138,136.14
2020/1/1 21:40,111.66,81.55,125,125,122.2764
2020/1/1 21:45,99.36,82.28,112,112,108.4488
2020/1/1 21:50,86.96,83.02,99,99,94.716
2020/1/1 21:55,75.06,83.76,87,87,81.1464
2020/1/1 22:00,63.52,84.52,74,74,67.8372
2020/1/2 13:55,74.6,84.37,52,71,68.7228
2020/1/2 14:00,78.6,83.62,58,83,81.5448
2020/1/2 14:05,72.62,82.87,62,95,94.5936
2020/1/2 14:10,84.98,82.13,80,107,107.7876
2020/1/2 14:15,108.54,81.4,89,120,121.0632
2020/1/2 14:20,89.28,80.68,100,132,134.3616
2020/1/2 14:25,104.36,79.97,112,145,147.6408
2020/1/2 14:30,125.68,79.26,125,158,160.8648
2020/1/2 14:35,152.24,78.57,138,170,174.0012
2020/1/2 14:40,162.52,77.88,129,182,187.0248
2020/1/2 14:45,197.44,77.21,143,195,199.9128
2020/1/2 14:50,209.78,76.55,181,207,212.6412
2020/1/2 14:55,175.4,75.89,168,219,225.1968
2020/1/2 15:00,137.98,75.25,174,231,237.5568
2020/1/2 15:05,145.12,74.63,243,243,249.7092
2020/1/2 15:10,146.26,74.01,208,255,261.6384
2020/1/2 15:15,199.34,73.41,211,265,273.3384
2020/1/2 15:20,221.32,72.82,229,276,284.7888
2020/1/2 15:25,254.2,72.24,212,287,295.9764
2020/1/2 15:30,285.18,71.68,298,298,306.8892
2020/1/2 15:35,238.74,71.13,308,308,317.5188
2020/1/2 15:40,268.5,70.6,318,318,327.8568
2020/1/2 15:45,313.5,70.08,269,328,337.8876
2020/1/2 15:50,285.62,69.58,236,337,347.6076
2020/1/2 15:55,174.56,69.09,219,347,357.0048
2020/1/2 16:00,211.58,68.62,231,356,366.0768
2020/1/2 16:05,287.46,68.17,244,364,374.8092
2020/1/2 16:10,335.94,67.73,281,373,383.1996
2020/1/2 16:25,236.56,66.52,287,396,406.2492
2020/1/2 16:55,335.6,64.6,268,430,442.3128
2020/1/2 17:00,505.98,64.35,343,435,446.9712
2020/1/2 17:05,308.04,64.12,340,439,451.2348
2020/1/2 17:10,339.32,63.91,331,443,455.0988
2020/1/2 17:15,247.9,63.72,266,447,458.5632
2020/1/2 17:20,322.66,63.55,294,450,461.6232
2020/1/2 17:25,271.88,63.4,246,453,464.2764
2020/1/2 18:00,243.72,62.95,182,461,471.3828
2020/1/2 18:05,276.74,62.97,254,461,470.7252
2020/1/2 18:10,275.6,63.01,192,460,469.6512
2020/1/2 18:15,263.62,63.08,183,459,468.1692
2020/1/2 18:35,250.42,63.55,305,449,458.1492
2020/1/2 18:40,243.96,63.72,191,446,454.6296
2020/1/5 15:20,271.02,72.72,283,283,284.0856
2020/1/5 15:25,282.52,72.14,294,294,295.7292
2020/1/5 15:30,293.9,71.57,305,305,307.1028
2020/1/5 15:35,304.84,71.02,315,315,318.198
2020/1/5 15:40,315.54,70.48,326,326,328.998
2020/1/5 15:45,325.82,69.95,336,336,339.4956
2020/1/5 15:50,336.02,69.44,346,346,349.6836
2020/1/5 15:55,345.82,68.95,355,355,359.5512
2020/1/5 16:00,355.14,68.47,364,364,369.09
2020/1/5 16:05,364.16,68.01,373,373,378.2928
2020/1/5 16:10,372.92,67.57,382,382,387.1512
2020/1/5 16:15,381.5,67.14,390,390,395.6604
2020/1/5 16:20,389.48,66.73,398,398,403.8108
2020/1/5 16:25,397.42,66.34,405,405,411.5976
2020/1/5 16:30,404.94,65.97,412,412,419.0184
2020/1/5 16:35,412.42,65.61,419,419,426.0624
2020/1/5 16:40,417.96,65.27,425,425,432.7296
2020/1/5 16:45,423.74,64.96,431,431,439.0116
2020/1/5 16:50,429.68,64.66,437,437,444.9048
2020/1/5 16:55,434.38,64.38,442,442,450.4092
2020/1/5 17:00,438.24,64.12,447,447,455.5152
2020/1/5 17:05,441.82,63.88,452,452,460.224
2020/1/5 17:10,446.4,63.66,456,456,464.5284
2020/1/5 17:15,450.26,63.47,459,459,468.4296
2020/1/5 17:20,452.92,63.29,463,463,471.9252
2020/1/5 17:25,455.7,63.13,466,466,475.0104
2020/1/5 17:30,457.82,63,468,468,477.684
2020/1/5 17:35,460.16,62.89,470,470,479.9424
2020/1/5 17:40,461.2,62.79,471,471,481.7892
2020/1/5 17:45,461.84,62.72,473,473,483.222
2020/1/5 17:50,463.76,62.67,474,474,484.2348
2020/1/5 17:55,464.24,62.65,474,474,484.8336
2020/1/5 18:00,464.8,62.64,474,474,485.028
2020/1/5 18:05,464.38,62.66,474,474,484.8588
2020/1/5 18:10,463.66,62.69,473,473,484.2756
2020/1/5 18:15,462.76,62.75,472,472,483.3012
2020/1/5 18:20,461.6,62.83,473,473,481.932
2020/1/5 18:25,459.52,62.93,471,471,480.1476
2020/1/5 18:30,457.64,63.06,469,469,477.9492
2020/1/5 18:35,454.82,63.2,466,466,475.3356
2020/1/5 18:40,451.9,63.37,463,463,472.3104
2020/1/5 18:45,448.62,63.55,459,459,468.8772
2020/1/5 18:50,444.9,63.76,455,455,465.0324
2020/1/5 18:55,440.74,63.99,451,451,460.7832
2020/1/5 19:00,436.62,64.24,446,446,456.1284
2020/1/5 19:05,431.28,64.51,441,441,451.0752
2020/1/5 19:10,426.14,64.79,436,436,445.6236
2020/1/5 19:15,420.28,65.1,432,432,439.7784
2020/1/5 19:20,414.48,65.43,426,426,433.5432
2020/1/5 19:25,407.98,65.77,419,419,426.9216
2020/1/5 19:30,400.48,66.14,412,412,419.9196
2020/1/5 19:35,392.38,66.52,405,405,412.5408
2020/1/5 19:40,384.1,66.92,397,397,404.7864
2020/1/5 19:45,375.7,67.34,389,389,396.6684
2020/1/5 19:50,367.14,67.77,383,383,388.1904
2020/1/5 19:55,358.58,68.22,374,374,379.3572
2020/1/5 20:00,349.22,68.69,365,365,370.176
2020/1/5 20:05,340.18,69.18,356,356,360.6552
2020/1/5 20:10,330.3,69.68,346,346,350.802
2020/1/5 20:15,320.8,70.19,336,336,340.6236
2020/1/5 20:20,311.46,70.72,326,326,330.126
2020/1/5 20:25,300.76,71.27,315,315,319.326
2020/1/5 20:30,290.24,71.83,304,304,308.226
2020/1/5 20:35,279.84,72.4,293,293,296.838
2020/1/5 20:40,268.04,72.99,282,282,285.1728
2020/1/5 20:45,256.56,73.59,270,270,273.2436
2020/1/5 20:50,245.48,74.21,258,258,261.0624
2020/1/5 20:55,233.86,74.83,248,248,248.6424
2020/1/5 21:00,222.8,75.47,236,236,235.9632
2020/1/5 21:05,211.16,76.12,223,223,222.9348
2020/1/5 21:10,198.74,76.79,210,210,209.7108
2020/1/5 21:15,185.56,77.46,198,198,196.3248
2020/1/5 21:20,173.16,78.14,185,185,182.7984
2020/1/5 21:25,161.04,78.84,172,172,169.1544
2020/1/5 21:30,148.46,79.54,159,159,155.4228
2020/1/5 21:35,135.52,80.26,146,146,141.636
2020/1/5 21:40,122.78,80.98,133,133,127.8324
2020/1/5 21:45,110.12,81.71,120,120,114.0564
2020/1/5 21:50,99.36,82.45,108,108,100.3656
2020/1/5 21:55,98.46,83.2,95,95,86.8296
2020/1/5 22:00,93.36,83.95,82,82,73.5324
2020/1/5 22:05,81.24,84.71,70,70,60.5892
2020/1/6 13:55,117.94,84.34,40,82,73.5564
2020/1/6 14:00,141.86,83.58,58,95,87.3336
2020/1/6 14:05,160.2,82.83,70,106,101.358
2020/1/6 14:10,160.98,82.09,82,119,115.5312
2020/1/6 14:15,157.14,81.35,92,132,129.7836
2020/1/6 14:20,162.5,80.62,113,146,144.0576
2020/1/6 14:25,160.16,79.9,159,159,158.3076
2020/1/6 14:30,180.24,79.19,173,173,172.4892
2020/1/6 14:35,216.3,78.49,153,186,186.5772
2020/1/6 14:40,230.28,77.8,162,199,200.5416
2020/1/6 14:45,250.16,77.11,190,212,214.356
2020/1/6 14:50,151.26,76.44,183,225,228.0024
2020/1/6 14:55,196.8,75.79,212,238,241.4616
2020/1/6 15:00,226.48,75.14,162,251,254.7048
2020/1/6 15:05,283.68,74.5,194,263,267.6876
2020/1/6 15:10,283.62,73.88,181,275,280.4304
2020/1/6 15:15,278.54,73.27,202,288,292.9236
2020/1/6 15:20,316.74,72.67,219,299,305.1516
2020/1/6 15:25,282.32,72.09,236,311,317.1072
2020/1/6 15:30,324.32,71.52,220,322,328.7736
2020/1/6 15:35,395.96,70.96,252,333,340.1436
2020/1/6 15:40,313.06,70.42,258,344,351.2052
2020/1/6 15:45,338.72,69.89,250,354,361.9512
2020/1/6 15:50,364.34,69.38,281,365,372.3708
2020/1/6 15:55,426.36,68.89,281,374,382.4592
2020/1/6 16:00,483.46,68.41,260,384,392.202
2020/1/6 16:05,499.74,67.95,284,393,401.5956
2020/1/6 16:10,480.64,67.5,294,402,410.6328
2020/1/6 16:15,554.64,67.07,305,411,419.3052
2020/1/6 16:20,565.98,66.66,304,419,427.6092
2020/1/6 16:25,494.64,66.26,267,426,435.5364
2020/1/6 16:30,378.22,65.89,282,434,443.0808
2020/1/6 16:35,419.42,65.53,293,441,450.2412
2020/1/6 16:40,356.94,65.19,337,447,457.008
2020/1/6 17:55,311.78,62.53,326,499,509.1936
2020/1/6 18:00,352.68,62.52,340,499,509.2848
2020/1/6 18:05,387.22,62.54,347,499,508.9512
2020/1/6 18:10,363.1,62.57,342,498,508.1892
2020/1/6 18:15,341.4,62.63,365,497,507
2020/1/6 18:20,354.94,62.71,358,495,505.3812
2020/1/6 18:25,382.28,62.81,375,493,503.3364
2020/1/6 18:30,431.04,62.93,330,491,500.8656
2020/1/6 18:35,381.78,63.07,340,488,497.9724
2020/1/6 18:40,342.68,63.24,357,485,494.6568
2020/1/6 18:45,317.74,63.42,348,482,490.92
2020/1/6 18:50,350.42,63.63,323,478,486.768
2020/1/6 18:55,375.5,63.85,330,473,482.1984
2020/1/6 19:00,419.28,64.1,349,468,477.2196
2020/1/6 19:05,519.9,64.37,336,463,471.8304
2020/1/6 19:10,476.74,64.65,338,458,466.0356
2020/1/6 19:15,351.42,64.96,305,452,459.8412
2020/1/6 19:20,407,65.28,310,445,453.2472
2020/1/6 19:25,335.26,65.63,312,438,446.2632
2020/1/6 19:30,383.22,65.99,313,431,438.8892
2020/1/6 19:35,401.1,66.37,265,424,431.1312
2020/1/6 19:40,354.36,66.77,267,416,422.9964
2020/1/6 19:45,280.7,67.19,288,408,414.4884
2020/1/6 19:50,246.7,67.62,254,399,405.6168
2020/1/6 19:55,278.34,68.07,265,390,396.384
2020/1/6 20:00,280.42,68.54,247,381,386.8008
2020/1/6 20:35,159.18,72.25,192,307,310.5264
2020/1/6 21:00,117.92,75.32,182,246,247.5288
2020/1/6 21:10,94.74,76.63,221,221,221.004
2020/1/7 14:05,79.22,82.81,102,102,94.3044
2020/1/7 14:10,89.36,82.06,115,115,107.664
2020/1/7 14:15,101.64,81.32,128,128,121.1328
2020/1/7 14:20,119.26,80.59,141,141,134.6508
2020/1/7 14:25,131.92,79.87,154,154,148.1688
2020/1/7 14:30,144.84,79.16,167,167,161.6484
2020/1/7 14:35,157.94,78.45,180,180,175.0572
2020/1/7 14:40,170.94,77.76,193,193,188.364
2020/1/7 14:45,183.2,77.08,206,206,201.5448
2020/1/7 14:50,195.82,76.4,219,219,214.572
2020/1/7 14:55,208.36,75.74,232,232,227.43
2020/1/7 15:00,229.46,75.09,244,244,240.1464
2020/1/7 15:05,305.1,74.46,149,256,252.8592
2020/1/7 15:20,153.46,72.62,292,292,289.692
2020/1/7 15:25,179.4,72.03,304,304,301.4664
2020/1/7 15:30,300.94,71.46,315,315,312.9684
2020/1/7 15:35,230.96,70.9,326,326,324.186
2020/1/7 15:40,301.16,70.36,337,337,335.106
2020/1/7 15:45,324.56,69.83,347,347,345.7224
2020/1/7 15:50,335.38,69.32,357,357,356.022
2020/1/7 15:55,346.02,68.82,367,367,365.9976
2020/1/7 16:00,356.38,68.34,376,376,375.6408
2020/1/7 16:05,365.96,67.87,385,385,384.942
2020/1/7 16:10,374.68,67.42,394,394,393.8964
2020/1/7 16:15,382.98,66.99,403,403,402.4944
2020/1/7 16:20,391.22,66.58,411,411,410.7324
2020/1/7 16:25,398.4,66.18,418,418,418.5996
2020/1/7 16:30,406.6,65.8,426,426,426.0924
2020/1/7 16:35,413.92,65.44,433,433,433.2096
2020/1/7 16:40,421.56,65.1,440,440,439.9392
2020/1/7 16:45,428.36,64.78,446,446,446.2812
2020/1/7 16:50,434.32,64.48,452,452,452.2272
2020/1/7 16:55,440.56,64.19,457,457,457.7772
2020/1/7 17:00,445.28,63.93,462,462,462.9276
2020/1/7 17:05,448.9,63.69,467,467,467.6712
2020/1/7 17:10,453.18,63.47,471,471,472.0044
2020/1/7 17:15,456.3,63.26,475,475,475.9296
2020/1/7 17:20,459.8,63.08,479,479,479.4396
2020/1/7 17:25,462.68,62.92,482,482,482.5332
2020/1/7 17:30,466.12,62.78,484,484,485.2092
2020/1/7 17:35,468.02,62.66,487,487,487.4652
2020/1/7 17:40,469.96,62.57,489,489,489.2988
2020/1/7 17:45,471.88,62.49,490,490,490.7112
2020/1/7 17:50,473.9,62.44,491,491,491.7
2020/1/7 17:55,473.24,62.41,492,492,492.2652
2020/1/7 18:00,474.96,62.4,492,492,492.4524
2020/1/7 18:05,473.64,62.41,492,492,492.414
2020/1/7 18:10,473.26,62.45,491,491,491.9724
2020/1/7 18:15,471.52,62.5,490,490,491.1084
2020/1/7 18:20,470.28,62.58,488,488,489.8208
2020/1/7 18:25,468.76,62.68,486,486,488.1096
2020/1/7 18:30,466.76,62.8,484,484,485.9784
2020/1/7 18:35,463.72,62.94,482,482,483.4248
2020/1/7 18:40,463.18,63.1,479,479,480.4572
2020/1/7 18:45,464.06,63.28,475,475,477.0732
2020/1/7 18:50,452.54,63.49,471,471,473.274
2020/1/7 18:55,449.8,63.71,467,467,469.0632
2020/1/7 19:00,449.28,63.96,462,462,464.4432
2020/1/7 19:05,445.78,64.22,457,457,459.4212
2020/1/7 19:10,437.34,64.51,451,451,453.9972
2020/1/7 19:15,430.82,64.81,445,445,448.1772
2020/1/7 19:20,429.54,65.14,439,439,441.9612
2020/1/7 19:25,420.24,65.48,432,432,435.3552
2020/1/7 19:30,411.4,65.84,425,425,428.3652
2020/1/7 19:35,403.26,66.22,418,418,420.996
2020/1/7 19:40,393.62,66.62,410,410,413.2512
2020/1/7 19:45,388.2,67.04,402,402,405.1404
2020/1/7 19:50,379.64,67.47,394,394,396.6624
2020/1/7 19:55,334.44,67.92,385,385,387.8328
2020/1/7 20:00,333.42,68.39,379,379,378.6528
2020/1/7 20:05,357.98,68.87,369,369,369.1284
2020/1/7 20:10,343.92,69.37,360,360,359.2728
2020/1/7 20:15,332.92,69.89,349,349,349.086
2020/1/7 20:20,322.5,70.42,339,339,338.5848
2020/1/7 20:25,312.4,70.96,328,328,327.774
2020/1/7 20:30,303,71.52,317,317,316.6644
2020/1/7 20:35,295.64,72.09,304,304,305.2644
2020/1/7 20:40,277.9,72.68,292,292,293.5872
2020/1/7 20:45,266.18,73.28,281,281,281.6436
2020/1/7 20:50,253.1,73.9,268,268,269.4432
2020/1/7 20:55,242.3,74.52,256,256,257.0016
2020/1/7 21:00,229.68,75.16,244,244,244.2768
2020/1/7 21:05,218.2,75.81,231,231,231.0792
2020/1/7 21:10,169.08,76.47,219,219,217.6692
2020/1/7 21:15,125.42,77.15,206,206,204.0924
2020/1/7 21:20,146.62,77.83,193,193,190.368
2020/1/7 21:25,139.46,78.52,179,179,176.5212
2020/1/7 21:30,81.34,79.23,123,166,162.5796
2020/1/7 21:35,93.02,79.94,152,152,148.5744
2020/1/7 21:40,150.72,80.67,138,138,134.544
2020/1/7 21:45,122.84,81.4,125,125,120.5292
2020/1/7 21:50,114.4,82.14,70,112,106.5876
2020/1/7 21:55,115.64,82.88,55,99,92.7816
2020/1/7 22:00,100.78,83.64,49,86,79.1964
2020/1/7 22:05,69.62,84.4,74,74,65.934
2020/1/8 13:55,64.64,84.29,78,78,77.484
2020/1/8 14:00,76.52,83.52,91,91,91.4964
2020/1/8 14:05,88.92,82.77,104,104,105.6984
2020/1/8 14:10,97.56,82.02,116,116,120.0012
2020/1/8 14:15,114.94,81.28,130,130,134.3424
2020/1/8 14:20,126.58,80.55,143,143,148.668
2020/1/8 14:25,139.5,79.83,156,156,162.9384
2020/1/8 14:30,153.62,79.11,169,169,177.12
2020/1/8 14:35,166.94,78.41,182,182,191.184
2020/1/8 14:40,181,77.71,196,196,205.1088
2020/1/8 14:45,195.5,77.03,209,209,218.868
2020/1/8 14:50,209.22,76.35,222,222,232.4496
2020/1/8 14:55,222.1,75.69,234,234,245.8308
2020/1/8 15:00,229.62,75.04,247,247,258.9612
2020/1/8 15:05,224.58,74.4,259,259,271.6908
2020/1/8 15:10,243.52,73.77,269,269,284.154
2020/1/8 15:15,267.28,73.16,281,281,296.3532
2020/1/8 15:20,281.72,72.56,293,293,308.28
2020/1/8 15:25,294.16,71.97,304,304,319.9536
2020/1/8 15:30,301.94,71.39,315,315,331.3596
2020/1/8 15:35,315.26,70.83,326,326,342.462
2020/1/8 15:40,326.86,70.29,337,337,353.2572
2020/1/8 15:45,341.6,69.76,347,347,363.7296
2020/1/8 15:50,346.82,69.24,358,358,373.8744
2020/1/8 15:55,333.36,68.74,367,367,383.6808
2020/1/8 16:00,294.8,68.26,377,377,393.1428
2020/1/8 16:05,328.1,67.79,386,386,402.2568
2020/1/8 16:10,322.42,67.34,394,394,411.0108
2020/1/8 16:15,366.1,66.91,403,403,419.4024
2020/1/8 16:20,355.68,66.49,408,408,427.4196
2020/1/8 16:25,378.34,66.09,416,416,435.0648
2020/1/8 16:30,395.92,65.71,423,423,442.3296
2020/1/8 16:35,370.22,65.35,431,431,449.2092
2020/1/8 16:40,412.86,65,437,437,455.6964
2020/1/8 16:45,413.7,64.68,444,444,461.7924
2020/1/8 16:50,436.42,64.38,449,449,467.4888
2020/1/8 16:55,441.74,64.09,455,455,472.7844
2020/1/8 17:00,461.04,63.82,460,460,477.6744
2020/1/8 17:05,453.44,63.58,465,465,482.1576
2020/1/8 17:10,472.02,63.35,469,469,486.2304
2020/1/8 17:15,476.4,63.15,473,473,489.8904
2020/1/8 17:20,481.8,62.97,476,476,493.1352
2020/1/8 17:25,478.32,62.8,480,480,495.9624
2020/1/8 17:30,464,62.66,372,482,498.3732
2020/1/8 17:35,381.36,62.54,484,484,500.3604
2020/1/8 17:40,375.48,62.44,373,486,501.9312
2020/1/8 17:45,424.88,62.37,347,488,503.0772
2020/1/8 17:50,422.38,62.31,355,489,503.802
2020/1/8 17:55,475.34,62.28,352,490,504.1152
2020/1/8 18:00,491.94,62.27,351,487,504.0444
2020/1/8 18:05,469.78,62.28,348,487,503.5524
2020/1/8 18:10,470.86,62.31,397,486,502.638
2020/1/8 18:15,525.48,62.36,369,486,501.3
2020/1/8 18:20,463.36,62.44,366,484,499.542
2020/1/8 18:25,509.76,62.54,482,482,497.3652
2020/1/8 18:30,468.34,62.65,480,480,494.7696
2020/1/8 18:35,475.58,62.79,477,477,491.7564
2020/1/8 18:40,473.62,62.95,474,474,488.3304
2020/1/8 18:45,473.98,63.14,471,471,484.4904
2020/1/8 18:50,469.64,63.34,467,467,480.24
2020/1/8 18:55,471.1,63.56,463,463,475.5816
2020/1/8 19:00,456.16,63.81,458,458,470.52
2020/1/8 19:05,458,64.07,453,453,465.0552
2020/1/8 19:10,436.06,64.36,448,448,459.1956
2020/1/8 19:15,445.86,64.66,442,442,452.9376
2020/1/8 19:20,430.9,64.98,436,436,446.2944
2020/1/8 19:25,421.5,65.32,429,429,439.2624
2020/1/8 19:30,417.86,65.69,422,422,431.8512
2020/1/8 19:35,410.38,66.06,415,415,424.0656
2020/1/8 19:40,400.52,66.46,407,407,415.9092
2020/1/8 19:45,390.86,66.88,399,399,407.3892
2020/1/8 19:50,384.52,67.31,391,391,398.5128
2020/1/8 19:55,375.32,67.76,382,382,389.2836
2020/1/8 20:00,366.08,68.23,373,373,379.7184
2020/1/8 20:05,358.54,68.71,364,364,369.8184
2020/1/8 20:10,338.9,69.21,354,354,359.5908
2020/1/8 20:15,306.84,69.72,345,345,349.0452
2020/1/8 20:20,294.38,70.25,334,334,338.19
2020/1/8 20:25,276.72,70.8,324,324,327.0324
2020/1/8 20:30,309.2,71.36,313,313,315.5868
2020/1/8 20:35,305.46,71.93,302,302,303.8616
2020/1/8 20:40,307.66,72.52,171,290,291.87
2020/1/8 20:45,285.56,73.12,224,279,279.6228
2020/1/8 20:50,278.7,73.73,267,267,267.1344
2020/1/8 20:55,272.42,74.36,199,255,254.4192
2020/1/8 21:00,253.06,75,183,243,241.56
2020/1/8 21:05,237.86,75.65,207,231,228.7788
2020/1/8 21:10,229.12,76.31,203,219,215.8392
2020/1/8 21:15,213.46,76.98,180,207,202.7268
2020/1/8 21:20,213.56,77.66,157,194,189.462
2020/1/8 21:25,205.54,78.36,181,181,176.0664
2020/1/8 21:30,184.14,79.06,168,168,162.5652
2020/1/8 21:35,162,79.78,118,155,148.9836
2020/1/8 21:40,153.82,80.5,142,142,135.3552
2020/1/8 21:45,147.68,81.23,94,129,121.7196
2020/1/8 21:50,129.98,81.97,116,116,108.1224
2020/1/8 21:55,116.86,82.72,65,103,94.6224
2020/1/8 22:00,103.16,83.47,53,90,81.2988
2020/1/8 22:05,93.18,84.23,48,78,68.2512
2020/1/9 13:55,61.54,84.26,46,73,68.556
2020/1/9 14:05,97.68,82.74,56,98,94.6752
2020/1/9 14:10,107.6,81.99,53,110,108.0468
2020/1/9 14:15,105.8,81.24,45,123,121.5276
2020/1/9 14:20,113.78,80.51,103,136,135.0564
2020/1/10 19:40,407.6,66.13,288,388,387.1104
2020/1/10 19:45,411.48,66.55,380,380,379.1748
2020/1/10 20:10,64.4,68.87,50,337,334.4772
2020/1/11 14:45,24.52,76.85,25,182,190.1412
2020/1/13 16:25,306.66,65.54,322,429,436.3764
2020/1/13 16:40,329.84,64.41,303,452,458.8176
2020/1/13 17:20,287.2,62.29,212,493,501.0648
2020/1/16 13:55,72.6,83.83,92,92,90.4908
2020/1/16 14:00,87.2,83.05,105,105,105.7308
2020/1/16 14:05,100.58,82.28,119,119,121.1364
2020/1/16 14:10,110.8,81.52,133,133,136.6272
2020/1/16 14:15,118.78,80.76,147,147,152.1468
2020/1/16 14:20,139.64,80.01,162,162,167.6472
2020/1/16 14:25,153.88,79.28,175,175,183.0876
2020/1/16 14:30,160.36,78.55,190,190,198.4404
2020/1/16 14:35,183.14,77.82,204,204,213.6744
2020/1/16 14:40,198.24,77.11,218,218,228.7716
2020/1/16 14:45,206.14,76.41,232,232,243.7092
2020/1/16 14:50,215.9,75.72,246,246,258.4692
2020/1/16 14:55,228.68,75.04,259,259,273.036
2020/1/16 15:00,248.64,74.37,273,273,287.3256
2020/1/16 15:05,262.66,73.72,286,286,301.1208
2020/1/16 15:10,277.24,73.07,299,299,314.6292
2020/1/16 15:15,290.04,72.44,312,312,327.8664
2020/1/16 15:20,302.82,71.82,324,324,340.824
2020/1/16 15:25,316.06,71.22,336,336,353.484
2020/1/16 15:30,329.1,70.63,348,348,365.844
2020/1/16 15:35,338.76,70.05,359,359,377.8908
2020/1/16 15:40,351.34,69.48,371,371,389.6148
2020/1/16 15:45,366.34,68.93,381,381,401.004
2020/1/16 15:50,378.84,68.4,392,392,412.0548
2020/1/16 15:55,389.02,67.88,403,403,422.7564
2020/1/16 16:00,399.9,67.38,413,413,433.1016
2020/1/16 16:05,410.22,66.89,422,422,443.0796
2020/1/16 16:10,418.8,66.42,432,432,452.6916
2020/1/16 16:15,423.96,65.97,441,441,461.922
2020/1/16 16:20,432.12,65.53,450,450,470.7684
2020/1/16 16:25,445.1,65.12,458,458,479.2272
2020/1/16 16:30,455.82,64.72,466,466,487.2912
2020/1/16 16:35,463.82,64.34,473,473,494.9544
2020/1/16 16:40,471.6,63.97,480,480,502.2144
